,rownum,geo_prob
185,185,0.003938332736644515
186,186,6.801823333245186e-05
187,187,6.516210007181188e-05
188,188,1.8281371637683413e-05
189,189,2.432146884452705e-05
190,190,1.8544840592413266e-05
191,191,2.537686804080185e-05
192,192,4.3193592572539965e-05
193,193,2.4090312148671323e-05
194,194,7.538758599187918e-05
195,195,2.7185251398442616e-05
196,196,0.0003068798463632365
197,197,0.00024095140112073845
198,198,0.007744169187215444
199,199,0.015998433376618774
200,200,0.1453460280202223
201,201,0.006436515662065423
202,202,0.018437799327719346
203,203,0.1335990332267497
204,204,0.061334643293287514
205,205,0.03484874289343144
206,206,2.5374462981270934e-05
207,207,0.01217930409753002
208,208,0.025173402265871236
209,209,0.17185064279252482
210,210,0.006142378789683929
211,211,0.017575512885465237
212,212,0.000722446172456758
213,213,0.0043601810383279435
214,214,0.039533915677010936
215,215,0.029431620528125146
216,216,0.061680257574196796
217,217,0.010345717304858547
218,218,0.004729663894229472
219,219,0.05250964898588326
220,220,0.0055200956226025095
221,221,0.04076454728093881
222,222,0.021862410164825312
223,223,0.000328257081152628
224,224,0.00016410917023608053
225,225,0.00027770345778164096
226,226,0.00015687508577299087
227,227,0.00019018062154486242
228,228,0.0015510062293720853
229,229,0.017639620063351482
230,230,0.018050443620183945
231,231,0.06928090333323156
232,232,0.04753901749111153
233,233,5.298927555139282e-05
234,234,0.00041275309386418446
235,235,0.02314942219886643
236,236,0.0016166615478977095
237,237,3.3438474489589317e-05
238,238,0.013911081220638406
239,239,0.17871297458772667
240,240,0.6774714745907822
241,241,0.01744584886147967
242,242,0.009807922318668984
243,243,0.0004531818297828249
244,244,2.028955584081423e-05
245,245,1.4827127713291084e-05
246,246,1.4827127713291084e-05
247,247,3.4534676908638176e-05
248,248,0.00042134593402186376
249,249,0.00014437374119266992
250,250,0.02045436287351831
251,251,1.4827127713291084e-05
252,252,1.74558055626943e-05
253,253,0.0002768818614587074
254,254,0.06630185653402451
255,255,0.0307654674775056
256,256,0.0006869135737160447
257,257,2.1065936638213853e-05
258,258,0.00021991282656400656
259,259,7.929845983259987e-05
260,260,0.0003211196150858675
261,261,0.010072018062351754
262,262,0.00012982493934561145
263,263,0.1657683788884468
264,264,3.4534676908638176e-05
265,265,3.4534676908638176e-05
266,266,3.4534676908638176e-05
267,267,2.028955584081423e-05
268,268,9.5379458948661e-05
269,269,0.018157619630573937
270,270,7.784386629626497e-05
271,271,6.562405978125503e-05
272,272,0.00020920968193098547
273,273,7.440617451333069e-05
274,274,7.627677845816859e-05
275,275,0.0002490678895801372
276,276,1.4827127713291084e-05
277,277,3.4534676908638176e-05
278,278,5.2612585889915316e-05
279,279,0.019740932766557983
280,280,0.00019777469127520145
281,281,1.4827127713291084e-05
282,282,1.2468011880105316e-05
283,283,3.4534676908638176e-05
284,284,4.9261389861122594e-05
285,285,0.0006899063346169848
286,286,2.6140846497942614e-05
287,287,0.035076988408957316
288,288,0.0014745924792479376
289,289,0.00041275309386418446
290,290,0.0002009777456762021
291,291,3.4534676908638176e-05
292,292,0.002717441852682906
293,293,0.00778299619762926
294,294,1.3096756094274807e-05
295,295,0.0030909789543903726
296,296,0.0008749337589833543
297,297,3.4777594661817044e-05
298,298,5.706628856817646e-06
299,299,5.298927555139282e-05
300,300,0.00019919048918219033
301,301,0.0001958858766183621
302,302,0.0001958858766183621
303,303,6.627700606096406e-05
304,304,5.334164554008361e-05
305,305,6.174323360152255e-05
306,306,1.2322195438101522e-05
307,307,0.006929410163489471
308,308,2.0577443489953884e-05
309,309,0.00012982493934561145
310,310,7.939083697981516e-05
311,311,0.00012982493934561145
312,312,6.19103980042792e-06
313,313,3.4534676908638176e-05
314,314,5.89655030844436e-05
315,315,5.706628856817646e-06
316,316,2.070642364379663e-05
317,317,3.4534676908638176e-05
318,318,5.2612585889915316e-05
319,319,5.298927555139282e-05
320,320,0.0027117721234299814
321,321,0.0001958858766183621
322,322,5.706628856817646e-06
323,323,9.191535599085691e-06
324,324,3.1585694091979926e-05
325,325,0.00010351917122784632
326,326,3.4534676908638176e-05
327,327,2.0577443489953884e-05
328,328,0.00010291885983394038
329,329,1.4827127713291084e-05
330,330,0.0002625257147843057
331,331,0.0007301108372847314
332,332,0.0001445583483609511
333,333,9.82725978904769e-05
334,334,0.007901861603088438
335,335,0.01073474624613892
336,336,1.2089436542880257e-05
337,337,0.010942640005289963
338,338,0.041383637519446424
339,339,0.2500235258470157
340,340,3.033553909107487e-05
341,341,0.0014480672530905944
342,342,9.366501615126002e-05
343,343,0.0001243498206636967
344,344,0.00012324391759033402
345,345,6.566469239055026e-05
346,346,2.0722187759956453e-05
347,347,0.0003414559146993976
348,348,9.692575838850885e-05
349,349,3.18571754524724e-05
350,350,4.161535890964382e-05
351,351,0.00012324391759033402
352,352,0.0007301108372847314
353,353,2.935251145483448e-05
354,354,3.157382821420747e-05
355,355,0.0010348324607644065
356,356,2.0577443489953884e-05
357,357,3.157382821420747e-05
358,358,3.18571754524724e-05
359,359,0.00012513030697723906
360,360,3.18571754524724e-05
361,361,4.1328491839982765e-05
362,362,3.18571754524724e-05
363,363,9.692575838850885e-05
364,364,0.0038387076823586564
365,365,2.0577443489953884e-05
366,366,9.692575838850885e-05
367,367,9.245095033396046e-06
368,368,3.93220766051376e-05
369,369,3.8579325794125243e-05
370,370,0.0001445583483609511
371,371,2.935251145483448e-05
372,372,0.0001243498206636967
373,373,8.834654897056692e-06
374,374,0.00010426029811806973
375,375,0.00016243485908159412
376,376,0.00014133414619625618
377,377,0.00010426029811806973
378,378,0.00018627661703947385
379,379,1.036918640015741e-05
380,380,4.419957000910236e-05
381,381,0.007079041375147454
382,382,6.779420437775873e-05
383,383,4.329623393915536e-06
384,384,9.002126445430132e-06
385,385,3.445076026538656e-05
386,386,2.4151584240090924e-05
387,387,5.149819536579072e-05
388,388,6.58038963026702e-05
389,389,2.537686804080185e-05
390,390,0.0001517624700328396
391,391,0.0023886413787665905
392,392,0.0001517624700328396
393,393,0.0017712033135233618
394,394,6.627502536167679e-05
395,395,9.552034635749066e-05
396,396,0.07463332787238783
397,397,0.5724190892766213
398,398,0.0266558070546822
399,399,0.04187628714684997
400,400,0.0002791478764004804
401,401,0.002729659966104646
402,402,0.008100993138253283
403,403,0.00011687553290386067
404,404,0.03790021627052496
405,405,0.008840087009458474
406,406,0.00034292396326799225
407,407,0.01043308523176352
408,408,0.018599930681608826
409,409,0.10207360760827502
410,410,0.0020531354145963175
411,411,0.001253032434811516
412,412,0.0008633765318493006
413,413,0.0017207538805180881
414,414,0.0005290295026641081
415,415,0.3154777101405586
416,416,0.7976073446068199
417,417,0.7493715156017177
418,418,0.8469141600804223
419,419,0.018052860353018476
420,420,0.005515445145107899
421,421,0.046552650739012574
422,422,0.00019129445340528026
423,423,0.008652342379631976
424,424,0.00012982493934561145
425,425,0.06928090333323156
426,426,0.00041275309386418446
427,427,0.04172825947286828
428,428,9.82725978904769e-05
429,429,0.004209693756375657
430,430,0.002200945783963615
431,431,2.145442637848519e-05
432,432,0.002089383889119554
433,433,0.0036258622897020545
434,434,0.006760227762094939
435,435,0.0004333911522796409
436,436,3.2809595337752e-05
437,437,0.8985028430413244
438,438,0.5895247399883318
439,439,0.026892273894634704
440,440,0.0013123888831110926
441,441,1.936136379668754e-05
442,442,2.028955584081423e-05
443,443,0.00041275309386418446
444,444,6.984115724218315e-05
445,445,0.00041086969654353857
446,446,0.00016410917023608053
447,447,0.00021530125072381778
448,448,0.0015510062293720853
449,449,6.984115724218315e-05
450,450,0.00010045794902265792
451,451,0.02949017768629148
452,452,3.4534676908638176e-05
453,453,0.00031302436870379326
454,454,0.00497190123913806
455,455,0.00245797088895171
456,456,2.028955584081423e-05
457,457,0.006018417085536686
458,458,0.02477340233863549
459,459,4.656902356259964e-05
460,460,0.0001307380434776345
461,461,0.0001851790041285875
462,462,0.00013271184711544947
463,463,5.298927555139282e-05
464,464,3.4534676908638176e-05
465,465,0.0003813673951277319
466,466,2.1065936638213853e-05
467,467,0.004209693756375657
468,468,5.6273057786277175e-05
469,469,1.2872346179828274e-05
470,470,6.627700606096406e-05
471,471,3.4534676908638176e-05
472,472,5.334164554008361e-05
473,473,2.193155976152814e-05
474,474,1.4827127713291084e-05
475,475,1.861166710233144e-05
476,476,0.0006504597720318492
477,477,1.238704909587426e-05
478,478,7.668782146693933e-05
479,479,2.6140846497942614e-05
480,480,1.2872346179828274e-05
481,481,5.2612585889915316e-05
482,482,0.005013323924006395
483,483,3.4534676908638176e-05
484,484,1.238704909587426e-05
485,485,0.002089383889119554
486,486,0.00013271184711544947
487,487,1.4827127713291084e-05
488,488,3.4777594661817044e-05
489,489,3.4534676908638176e-05
490,490,6.984115724218315e-05
491,491,1.4827127713291084e-05
492,492,1.238704909587426e-05
493,493,0.0010241497224873339
494,494,0.0032893560123121593
495,495,5.574210654843329e-05
496,496,0.0027536962245440517
497,497,1.4827127713291084e-05
498,498,2.028955584081423e-05
499,499,4.656902356259964e-05
500,500,1.4827127713291084e-05
501,501,2.145442637848519e-05
502,502,0.0003813673951277319
503,503,2.028955584081423e-05
504,504,1.2089436542880257e-05
505,505,1.2855310457208716e-05
506,506,0.00023333385825575023
507,507,4.760466371004176e-05
508,508,2.028955584081423e-05
509,509,8.267680466431742e-05
510,510,4.9261389861122594e-05
511,511,0.0001851790041285875
512,512,5.298927555139282e-05
513,513,7.668782146693933e-05
514,514,0.00027770345778164096
515,515,0.00015687508577299087
516,516,0.00023262750810124696
517,517,7.440617451333069e-05
518,518,0.0021569753186112374
519,519,2.935251145483448e-05
520,520,0.00019919048918219033
521,521,0.0014030353011122436
522,522,0.0007809421679927491
523,523,3.1585694091979926e-05
524,524,4.028341908220144e-06
525,525,3.157382821420747e-05
526,526,3.18571754524724e-05
527,527,6.984115724218315e-05
528,528,9.191535599085691e-06
529,529,0.0002466515214098981
530,530,2.819299800609265e-05
531,531,9.692575838850885e-05
532,532,3.8579325794125243e-05
533,533,1.557593743116506e-05
534,534,1.2468011880105316e-05
535,535,0.0001327926756728561
536,536,0.0012867498955173179
537,537,3.4534676908638176e-05
538,538,0.019586744433222482
539,539,3.8579325794125243e-05
540,540,4.97049280932002e-05
541,541,2.4476127588913306e-05
542,542,4.028341908220144e-06
543,543,0.0020415949448107148
544,544,5.233134946458661e-05
545,545,0.0007923641664842758
546,546,8.834654897056692e-06
547,547,3.18571754524724e-05
548,548,3.18571754524724e-05
549,549,3.391742426368518e-05
550,550,3.157382821420747e-05
551,551,0.001346325401716028
552,552,0.002151528052852591
553,553,0.02149983869221789
554,554,3.157382821420747e-05
555,555,8.834654897056692e-06
556,556,3.134937170964357e-05
557,557,1.2089436542880257e-05
558,558,8.801258308926018e-06
559,559,0.00020425561950341813
560,560,0.010530292543863916
561,561,3.93220766051376e-05
562,562,0.00509917609676457
563,563,9.191535599085691e-06
564,564,2.9331846596513956e-05
565,565,4.028341908220144e-06
566,566,0.0013643122392474635
567,567,0.005128376187283555
568,568,3.134937170964357e-05
569,569,6.612656494584661e-05
570,570,5.411969448009328e-05
571,571,9.211447434992198e-05
572,572,8.834654897056692e-06
573,573,3.18571754524724e-05
574,574,1.075959783908874e-05
575,575,2.4151584240090924e-05
576,576,0.00014234022306346163
577,577,0.0034560828265939067
578,578,6.566469239055026e-05
579,579,3.992245702736239e-05
580,580,1.115721305705334e-05
581,581,3.445076026538656e-05
582,582,0.0001403295194880292
583,583,0.00047198431826715433
584,584,0.002679349187587733
585,585,0.00022400302235139918
586,586,1.9293961972398545e-05
587,587,0.0002311915656482914
588,588,4.3193592572539965e-05
589,589,0.00023493569491721999
590,590,4.3193592572539965e-05
591,591,2.537686804080185e-05
592,592,8.735173034815578e-05
593,593,6.686976438913416e-05
594,594,0.0013880977994974867
595,595,0.003937982251301924
596,596,0.0028984610033504017
597,597,0.1811077701287018
598,598,0.0005609781431434154
599,599,0.01921098797411211
600,600,0.2790425452641808
601,601,0.011594997688340483
602,602,0.02445700099519248
603,603,0.006086833164921871
604,604,0.00021224646680975275
605,605,0.00021139659719756634
606,606,0.007206147239650014
607,607,0.0028467252400918965
608,608,0.0009730462910799057
609,609,0.047723385000674336
610,610,0.25002730897634384
611,611,0.00020040205167902
612,612,0.1751163905122723
613,613,0.0009076297459960833
614,614,0.0062742254847955505
615,615,0.00016410917023608053
616,616,0.00026476726545067317
617,617,0.0019458367845382899
618,618,0.024689839651196293
619,619,0.0002009777456762021
620,620,0.0013999723174114025
621,621,5.850278639853632e-05
622,622,7.668782146693933e-05
623,623,0.0014030353011122436
624,624,1.2872346179828274e-05
625,625,0.0003813673951277319
626,626,2.6140846497942614e-05
627,627,4.9237065580461034e-05
628,628,0.06198917053345968
629,629,0.0002490678895801372
630,630,0.0013235078297726775
631,631,0.0017182482711187652
632,632,0.1345769281373609
633,633,0.00022036855175803675
634,634,0.15344937450729842
635,635,5.175273516399319e-05
636,636,0.0058972625479263826
637,637,0.28940775871352714
638,638,0.00023442020618889842
639,639,0.00015687508577299087
640,640,0.00016191892555972052
641,641,0.000328257081152628
642,642,0.010751002434626747
643,643,0.1373062239805547
644,644,0.00027770345778164096
645,645,0.00015478311318369036
646,646,0.00021397292176046734
647,647,4.9261389861122594e-05
648,648,5.298927555139282e-05
649,649,0.0034322190817359446
650,650,1.936136379668754e-05
651,651,5.2612585889915316e-05
652,652,8.79544606902741e-05
653,653,0.00016373281220658854
654,654,3.4534676908638176e-05
655,655,0.0002490678895801372
656,656,0.08002494108704479
657,657,0.0034017918162886087
658,658,0.002089383889119554
659,659,0.00019777469127520145
660,660,6.984115724218315e-05
661,661,0.00019919048918219033
662,662,0.035325291663510644
663,663,0.0010109952847089235
664,664,0.00021991282656400656
665,665,2.028955584081423e-05
666,666,5.175273516399319e-05
667,667,0.00026476726545067317
668,668,7.514409809484785e-05
669,669,0.0006504597720318492
670,670,0.00016373281220658854
671,671,3.4534676908638176e-05
672,672,4.839342971312675e-05
673,673,8.462339452776749e-05
674,674,5.346479725082794e-05
675,675,5.706628856817646e-06
676,676,5.2232248690014e-05
677,677,7.668782146693933e-05
678,678,5.298927555139282e-05
679,679,5.574210654843329e-05
680,680,5.706628856817646e-06
681,681,5.692236212641355e-05
682,682,0.0002490678895801372
683,683,6.984115724218315e-05
684,684,0.0006643760631931546
685,685,4.839342971312675e-05
686,686,7.546282287204088e-05
687,687,0.0020090581429151426
688,688,0.0004466997637039119
689,689,1.238704909587426e-05
690,690,0.0012047377398645737
691,691,5.6273057786277175e-05
692,692,0.00031302436870379326
693,693,5.062685823093719e-05
694,694,0.0007775015431203022
695,695,0.0012047377398645737
696,696,0.0017073021466964093
697,697,2.6140846497942614e-05
698,698,5.2612585889915316e-05
699,699,0.0002009777456762021
700,700,2.028955584081423e-05
701,701,0.00020920968193098547
702,702,0.0032726631063655616
703,703,0.0015071958851226776
704,704,8.743040627130233e-06
705,705,0.005221092113636366
706,706,0.0011676403350997678
707,707,1.74558055626943e-05
708,708,5.2612585889915316e-05
709,709,1.936136379668754e-05
710,710,3.4534676908638176e-05
711,711,0.00062813691597228
712,712,7.546282287204088e-05
713,713,0.0002625257147843057
714,714,7.957496670355864e-05
715,715,5.298927555139282e-05
716,716,1.4827127713291084e-05
717,717,0.010167656418548426
718,718,0.001869726544268519
719,719,0.00318235405181514
720,720,0.25649173916592666
721,721,5.6273057786277175e-05
722,722,0.002717441852682906
723,723,3.8579325794125243e-05
724,724,4.97049280932002e-05
725,725,2.0722187759956453e-05
726,726,2.0722187759956453e-05
727,727,7.957496670355864e-05
728,728,0.0003518711967003914
729,729,1.2089436542880257e-05
730,730,1.557593743116506e-05
731,731,2.4476127588913306e-05
732,732,1.238704909587426e-05
733,733,3.992245702736239e-05
734,734,1.557593743116506e-05
735,735,0.00010075283474041599
736,736,7.974402045196716e-06
737,737,0.024629365090972553
738,738,7.762140490261332e-05
739,739,6.566469239055026e-05
740,740,4.7192054285609114e-05
741,741,1.2089436542880257e-05
742,742,0.0015770317621167397
743,743,3.157382821420747e-05
744,744,1.2089436542880257e-05
745,745,4.028341908220144e-06
746,746,4.161535890964382e-05
747,747,2.0577443489953884e-05
748,748,8.101487172423698e-05
749,749,2.935251145483448e-05
750,750,2.935251145483448e-05
751,751,4.028341908220144e-06
752,752,0.0001327926756728561
753,753,0.004424887969769629
754,754,4.1328491839982765e-05
755,755,3.464269536442757e-05
756,756,0.0001327926756728561
757,757,4.569511977865163e-05
758,758,3.6888809646968205e-06
759,759,1.2950955269922138e-05
760,760,3.157382821420747e-05
761,761,8.834654897056692e-06
762,762,3.157382821420747e-05
763,763,2.935251145483448e-05
764,764,3.992245702736239e-05
765,765,1.557593743116506e-05
766,766,9.506062931402895e-06
767,767,0.005059894182721879
768,768,1.2950955269922138e-05
769,769,9.245095033396046e-06
770,770,0.0001243498206636967
771,771,3.7057884074264236e-05
772,772,2.0722187759956453e-05
773,773,5.600383012772128e-05
774,774,0.00010530037149009946
775,775,9.702204179391808e-05
776,776,6.801823333245186e-05
777,777,0.0001744338878832153
778,778,9.702204179391808e-05
779,779,8.735173034815578e-05
780,780,8.735173034815578e-05
781,781,2.537686804080185e-05
782,782,1.9293961972398545e-05
783,783,0.000232846527231801
784,784,0.00022400302235139918
785,785,0.0002698709359183585
786,786,1.6099930450205435e-05
787,787,0.00021646811705244918
788,788,0.00168594362291246
789,789,0.00022400302235139918
790,790,1.8544840592413266e-05
791,791,4.3193592572539965e-05
792,792,0.00043662176849677446
793,793,0.0009444426007694778
794,794,0.012283561798346818
795,795,0.021092909778370098
796,796,0.00024919067370106617
797,797,0.0005609781431434154
798,798,0.030601728952123035
799,799,0.2531178477133232
800,800,0.04662124245360048
801,801,0.00720499856335541
802,802,0.00361163569543645
803,803,0.00021139659719756634
804,804,0.03538840019651869
805,805,0.0007966916217972888
806,806,0.022380185286573755
807,807,0.05431274098500974
808,808,0.0011097872751495662
809,809,0.03950855218839236
810,810,0.3054656910398141
811,811,0.02052343392468819
812,812,0.10896881153329264
813,813,0.00016410917023608053
814,814,0.00014437374119266992
815,815,0.0011363269787932947
816,816,0.0007159677360746867
817,817,0.00014437374119266992
818,818,6.984115724218315e-05
819,819,8.068753681600877e-05
820,820,8.79544606902741e-05
821,821,0.002376623110366679
822,822,0.0002009777456762021
823,823,4.656902356259964e-05
824,824,0.0004531818297828249
825,825,6.58109617298971e-05
826,826,0.02989783146166705
827,827,0.002674370177510338
828,828,0.8266180855307106
829,829,0.02153454180487536
830,830,0.014421893090253568
831,831,0.02314942219886643
832,832,5.706628856817646e-06
833,833,0.001842553962954343
834,834,0.00013271184711544947
835,835,2.028955584081423e-05
836,836,5.706628856817646e-06
837,837,2.6140846497942614e-05
838,838,0.00011004157208807583
839,839,0.0010241497224873339
840,840,0.00041723964791267807
841,841,0.00020920968193098547
842,842,5.2612585889915316e-05
843,843,3.4534676908638176e-05
844,844,6.19103980042792e-06
845,845,5.2612585889915316e-05
846,846,5.298927555139282e-05
847,847,0.00023599775007411683
848,848,1.936136379668754e-05
849,849,1.4827127713291084e-05
850,850,0.00021259789201883315
851,851,6.592360978111693e-05
852,852,0.0001958858766183621
853,853,8.79544606902741e-05
854,854,0.0003786453847466226
855,855,0.0002882561749162782
856,856,0.019075032738311258
857,857,0.0001958858766183621
858,858,0.0002882561749162782
859,859,0.0017123445598587427
860,860,0.00019777469127520145
861,861,0.00021070732157304673
862,862,0.0002471443800089922
863,863,0.00021070732157304673
864,864,0.0001958858766183621
865,865,5.298927555139282e-05
866,866,0.0002490678895801372
867,867,0.021057272574492622
868,868,0.00041275309386418446
869,869,0.00013271184711544947
870,870,0.0002921366010065008
871,871,0.0001851790041285875
872,872,0.00160022281851929
873,873,0.0002490678895801372
874,874,0.013907235894420162
875,875,0.02314942219886643
876,876,0.0001851790041285875
877,877,0.002717441852682906
878,878,3.4777594661817044e-05
879,879,0.001212100318958104
880,880,0.0030909789543903726
881,881,1.4827127713291084e-05
882,882,0.002597351625498167
883,883,0.005013323924006395
884,884,0.0002921366010065008
885,885,0.0002490678895801372
886,886,0.0002490678895801372
887,887,5.692236212641355e-05
888,888,0.00021397292176046734
889,889,0.0030909789543903726
890,890,0.0001958858766183621
891,891,0.005013323924006395
892,892,0.00021070732157304673
893,893,0.0002616816729099953
894,894,2.028955584081423e-05
895,895,0.002200945783963615
896,896,2.028955584081423e-05
897,897,2.145442637848519e-05
898,898,0.0002625257147843057
899,899,0.0006899063346169848
900,900,6.612656494584661e-05
901,901,0.0009124683373902326
902,902,0.0007853219550330943
903,903,1.3096756094274807e-05
904,904,0.0002009777456762021
905,905,3.4534676908638176e-05
906,906,0.0001958858766183621
907,907,4.656902356259964e-05
908,908,8.743040627130233e-06
909,909,7.546282287204088e-05
910,910,2.028955584081423e-05
911,911,0.004817947646232047
912,912,0.0013551459696259126
913,913,1.2468011880105316e-05
914,914,1.4827127713291084e-05
915,915,6.984115724218315e-05
916,916,0.0010475545653622286
917,917,9.692575838850885e-05
918,918,3.485914885165969e-05
919,919,0.00010075283474041599
920,920,4.161535890964382e-05
921,921,0.002197647627912435
922,922,0.003373711240625153
923,923,0.010167656418548426
924,924,1.4827127713291084e-05
925,925,2.6140846497942614e-05
926,926,0.0065926376451811665
927,927,0.0001327926756728561
928,928,0.0016859624863558018
929,929,0.002486682300171697
930,930,0.0006541294488944775
931,931,0.0007301108372847314
932,932,0.0016162578326364763
933,933,0.008428117650986916
934,934,0.002674370177510338
935,935,0.009396410675097706
936,936,4.161535890964382e-05
937,937,4.885410559137972e-05
938,938,0.0002701687734569265
939,939,8.801258308926018e-06
940,940,0.000800295440999588
941,941,0.0007528761170301951
942,942,0.0032615898076977404
943,943,0.00010165693938580904
944,944,6.566469239055026e-05
945,945,0.00013741537441720427
946,946,2.935251145483448e-05
947,947,0.00010075283474041599
948,948,0.0001327926756728561
949,949,2.0577443489953884e-05
950,950,0.00012236786351006387
951,951,2.9331846596513956e-05
952,952,2.0577443489953884e-05
953,953,3.9213873876355195e-05
954,954,2.0722187759956453e-05
955,955,1.2950955269922138e-05
956,956,4.161535890964382e-05
957,957,0.00011457406461850813
958,958,2.935251145483448e-05
959,959,9.366501615126002e-05
960,960,3.134937170964357e-05
961,961,0.00014133414619625618
962,962,0.00010075283474041599
963,963,0.010530292543863916
964,964,0.016181821713536687
965,965,0.00022400302235139918
966,966,5.651101029831469e-06
967,967,0.00010039963978625257
968,968,1.2894185607190266e-05
969,969,4.196268808507039e-05
970,970,0.0005780407710039169
